BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 38
	and p_type like '%NICKEL'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'MIDDLE EAST'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'MIDDLE EAST'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                             s_comment                                              
   9977.47 | Supplier#000098649        | JORDAN                    |   1098648 | Manufacturer#1            | wt1at1SD5O8d7IdI86,1Uuj wgakT            | 23-632-753-6116 | equests. even excuses according to the q
   9974.72 | Supplier#000051277        | JORDAN                    |   1826258 | Manufacturer#4            | 6TxPJrchH 8binAfGBA5kTxfme               | 23-537-201-3556 | ular instructions. never final accounts wake fluffily e
   9972.08 | Supplier#000015107        | IRAN                      |   1765072 | Manufacturer#5            | amW3SM9SlD2Ky655VDbU4EGzvUmGpjXO49Xm6xeO | 20-972-735-1382 | ual accounts sleep alongside
   9972.04 | Supplier#000012927        | IRAN                      |    437914 | Manufacturer#1            | DRK,7vfLKQ YKAflicm217tPh Qp8BTb0UDrHGvh | 20-377-510-1047 | usual excuses across the even accounts are slyly 
   9971.45 | Supplier#000079916        | EGYPT                     |   1754898 | Manufacturer#5            | DLydFHGezaSZJ EdHVIIr IfQ                | 14-135-922-1594 |  final excuses. blithely even requests cajole furiously. unusual excuses nag alongside 
   9969.49 | Supplier#000032378        | JORDAN                    |    907368 | Manufacturer#1            | YHyfYx1byX0VVXMcUkhQ0AO5pcjT             | 23-958-815-5166 | ven deposits. unusual deposits l
   9967.71 | Supplier#000066532        | IRAN                      |    141530 | Manufacturer#4            | 364T28YbWgjvv                            | 20-856-879-7268 | hins across the blithely unusual deposits are slyly across the carefully furious requests. forg
      9967 | Supplier#000030089        | SAUDI ARABIA              |   1030088 | Manufacturer#1            | PM5TKCIrQNM1B0JF2n                       | 30-389-124-5153 | s accounts use blithely final requests. pe
      9967 | Supplier#000030089        | SAUDI ARABIA              |   1105077 | Manufacturer#5            | PM5TKCIrQNM1B0JF2n                       | 30-389-124-5153 | s accounts use blithely final requests. pe
   9959.08 | Supplier#000045655        | JORDAN                    |   1845654 | Manufacturer#4            | 7uf6CT9E8om,uK5UNaOTG4Tn5DXe61lGg,b6IwPh | 23-428-427-9489 | lly. slyly pending deposits are doggedl
   9954.61 | Supplier#000065480        | IRAQ                      |   1940460 | Manufacturer#4            | MRzC6981UZVIZmKdT8LWelvGuT               | 21-287-157-5464 | ully even ideas should have to lo
   9939.09 | Supplier#000019167        | IRAN                      |    519166 | Manufacturer#2            | KockgPXM0Cr8oYYiBbc1PXIUAR2Vhorx,x6 3wL8 | 20-709-508-9316 | late blithely. final instructions cajole furiously after the carefully
   9928.67 | Supplier#000010389        | IRAQ                      |   1010388 | Manufacturer#2            | QnjFVmkm5Wlj                             | 21-156-611-6881 | e blithely against the ironic accounts. ideas are carefully. fur
   9928.28 | Supplier#000094325        | EGYPT                     |    594324 | Manufacturer#2            | yreceynuxHMUPIaz5Hv8tTyNU                | 14-492-960-8071 | deas grow regularly ironic deposits. quiet courts aft
   9920.12 | Supplier#000015213        | IRAN                      |    790205 | Manufacturer#4            | 1zrJakJ64C2jG1C,Zh                       | 20-657-510-8963 | packages are blithely furio
   9916.89 | Supplier#000089786        | JORDAN                    |    439777 | Manufacturer#3            | Nk1k2WnRCn                               | 23-717-452-5399 | thely even requests. slyly ironic requests haggl
   9916.61 | Supplier#000083743        | IRAQ                      |    158741 | Manufacturer#5            | c9zBk,hZmnJwxYhiJjGOpss8Nv9              | 21-267-889-6018 | s. carefully ironic requests wake blithely across the courts-- special, 
    9915.4 | Supplier#000012636        | IRAN                      |   1237599 | Manufacturer#4            | G0g,peev5MX                              | 20-249-195-8683 |  about the pending theodolites. carefully pending theodolites haggle carefully. packages according
   9913.99 | Supplier#000070074        | JORDAN                    |    495061 | Manufacturer#5            | zsXvHl3HVTZIr6X                          | 23-877-962-2617 | ccounts hang above the slyly unusual packages. fluffily silent accounts integra
   9912.44 | Supplier#000015929        | JORDAN                    |     90928 | Manufacturer#2            | mkRFlh3luC                               | 23-669-356-1807 | equests sleep slyly dependencies. accounts wake furiously carefully regular realms. carefully iron
   9910.15 | Supplier#000020387        | IRAN                      |     20386 | Manufacturer#5            | GGet0yzFVWmIoYFg1GzuR8iREaHdlJSh6Z476T   | 20-708-638-3588 | ymptotes. furiously ironic ideas nag slyly around the pending packages. pend
   9902.39 | Supplier#000079746        | JORDAN                    |   1129723 | Manufacturer#4            | xeFewDS6OEQWTgHPNBn7x1D                  | 23-543-796-2878 |  blithely regular pinto beans wake carefully. requests cajole slyly. quickly fluffy accounts wak
   9900.12 | Supplier#000089161        | SAUDI ARABIA              |    914133 | Manufacturer#4            | h0BR0xGbR0gycQkUWN                       | 30-648-106-7140 | er quickly. ironic excuses use about the quickly even the
   9897.83 | Supplier#000048061        | JORDAN                    |    673042 | Manufacturer#1            | PI9CqHyqDv7b8iJDOqw                      | 23-335-971-1414 | kages use sometimes alongside of the slyly ironic deposits. deposits haggl
   9897.51 | Supplier#000046149        | SAUDI ARABIA              |    846148 | Manufacturer#5            | zNM0iHzdjam6jdWiJ                        | 30-372-862-6563 | al escapades cajole idly against the carefully even excuses. final deposits are furiously slyly sp
   9897.23 | Supplier#000017996        | IRAQ                      |   1517995 | Manufacturer#4            | gJKD5JLmcfBogIQ3eFE,PMcelXRGY368 8Xrk7   | 21-521-174-3588 | egular platelets after the requests detect pint
   9895.96 | Supplier#000002783        | IRAQ                      |    902782 | Manufacturer#4            | rc rAYfUYEGG95YWvE                       | 21-174-613-1836 | ronic foxes cajole slyly against the furiously regular platelets. slyly regular platele
   9895.79 | Supplier#000015939        | IRAN                      |    140935 | Manufacturer#4            | e15UKvy2lR4CIdf3 E4                      | 20-298-628-9571 | eas breach. pinto beans sleep about the fluffily final dependencies. excuses wake busil
   9891.91 | Supplier#000085917        | JORDAN                    |    760909 | Manufacturer#4            | iOLLF6dDvGBT5SZxYeFQV                    | 23-894-464-2131 | y even accounts. final dependenci
   9889.66 | Supplier#000001943        | JORDAN                    |   1201942 | Manufacturer#2            | ROT u2yO2E8cIFvz6a18vuW3DvF,SvHIFKESc1V  | 23-574-621-8188 | s cajole slyly alongside of the quickly express asymptotes. blithely sp
   9888.08 | Supplier#000038206        | SAUDI ARABIA              |    138205 | Manufacturer#5            | KVj6LJDyo9,nMKbcRf                       | 30-512-618-4724 | tect. furiously bold requests caj
   9886.96 | Supplier#000033769        | JORDAN                    |   1183746 | Manufacturer#5            | VOBDOGC6DHuArynZi9ViiWivzbRazKYwnQXHHe   | 23-111-595-8432 | riously even accounts integrate furiously against the packages. quic
   9886.96 | Supplier#000033769        | JORDAN                    |   1333768 | Manufacturer#2            | VOBDOGC6DHuArynZi9ViiWivzbRazKYwnQXHHe   | 23-111-595-8432 | riously even accounts integrate furiously against the packages. quic
   9886.96 | Supplier#000033769        | JORDAN                    |   1683736 | Manufacturer#2            | VOBDOGC6DHuArynZi9ViiWivzbRazKYwnQXHHe   | 23-111-595-8432 | riously even accounts integrate furiously against the packages. quic
   9885.84 | Supplier#000054170        | IRAN                      |    304163 | Manufacturer#1            | bNWBlscMtzefRxuTwlF                      | 20-996-156-6821 |  haggle slyly even instructions. slyly special foxes doze quickly fluffily express platelets.
   9885.84 | Supplier#000054170        | IRAN                      |   1479127 | Manufacturer#2            | bNWBlscMtzefRxuTwlF                      | 20-996-156-6821 |  haggle slyly even instructions. slyly special foxes doze quickly fluffily express platelets.
   9882.34 | Supplier#000094356        | JORDAN                    |   1319316 | Manufacturer#2            | 1xN3Vr1X6Ulb                             | 23-737-620-2237 |  the ironic ideas sleep furiously furiously ironic excuses. blithely regular theodolites sleep fu
   9877.98 | Supplier#000059429        | IRAN                      |    784407 | Manufacturer#2            | SJOlcf0j4Ok5wqIMtgvaNYPsmW               | 20-384-747-6936 | ole slyly. slyly pending ideas are slyly blithely regular dolphins. carefully regular depos
   9877.13 | Supplier#000015239        | EGYPT                     |    590233 | Manufacturer#5            | Tzrn1D6D6LMhzdsshdGFk tF                 | 14-856-702-5090 |  inside the ironic accounts. ironic packages do are carefully. furiously regular packa
   9876.75 | Supplier#000068379        | IRAN                      |   1868378 | Manufacturer#3            | TUGLDtMFp9F6vKOt                         | 20-322-513-4522 | ake slyly regular requests. ironic, regular pinto bean
   9875.18 | Supplier#000089166        | EGYPT                     |   1789165 | Manufacturer#4            | pl8VZ0mEyjOZenK                          | 14-519-784-3103 | nic asymptotes. boldly final p
   9869.83 | Supplier#000098300        | EGYPT                     |    623281 | Manufacturer#1            | 8ox1oSa5 SewB9 60kul                     | 14-981-540-7323 | ests wake blithely carefully 
    9865.5 | Supplier#000061495        | IRAQ                      |    911476 | Manufacturer#5            | dimPBhw58Yb7qtmc1eP4BUldIk05NaIjh0A3nc   | 21-592-442-8266 | ven requests. quickly pending deposits boost quickly among t
   9865.48 | Supplier#000034930        | IRAQ                      |      9929 | Manufacturer#3            | YWRzlOQRKWnrEFk8seA                      | 21-367-464-7947 | he silently regular asymptotes. furiously daring excuses sleep. even a
   9865.48 | Supplier#000034930        | IRAQ                      |   1484901 | Manufacturer#2            | YWRzlOQRKWnrEFk8seA                      | 21-367-464-7947 | he silently regular asymptotes. furiously daring excuses sleep. even a
   9864.89 | Supplier#000056646        | IRAN                      |    431641 | Manufacturer#5            | 42dTL76mBS27uPRpb8fd6FAH,K9flma04Z       | 20-988-812-4122 | efully regular pinto beans doubt furiously unusual frays. quickly final asymptotes wake
   9863.68 | Supplier#000053016        | EGYPT                     |    128014 | Manufacturer#4            | 7ItSbkuKpiET,1BJx                        | 14-972-874-7456 | ets sleep slyly into the blithely iro
   9863.68 | Supplier#000053016        | EGYPT                     |   1353015 | Manufacturer#3            | 7ItSbkuKpiET,1BJx                        | 14-972-874-7456 | ets sleep slyly into the blithely iro
   9861.21 | Supplier#000092742        | SAUDI ARABIA              |   1592741 | Manufacturer#3            | TWMI ROvkN                               | 30-964-773-7268 | nic, ironic packages haggle slyly about the express requests. carefully
   9859.23 | Supplier#000084867        | IRAQ                      |   1784866 | Manufacturer#2            | 3y5hxv,H3e8XfsJS                         | 21-607-371-5799 | oost furiously alongside of the ironic depo
   9857.64 | Supplier#000064798        | IRAQ                      |   1014777 | Manufacturer#5            | 2LJeNGY4nVmoto2HSvbAOco                  | 21-250-503-6972 | riously finally regular accounts. quietly ironic asymptotes boost. final dependencies wake furio
    9853.2 | Supplier#000086708        | EGYPT                     |    711686 | Manufacturer#4            | 0J1,QaFksVpp8QztV2LlHW0dX2oVKYjIVaMa     | 14-586-850-3495 | y regular requests use furiously. slyly final pinto b
   9851.94 | Supplier#000054593        | JORDAN                    |   1004572 | Manufacturer#3            | ykVXQ7oASeuMsTBL92cNW,d9Rs7bWJ           | 23-467-701-2806 | ular packages sleep. blithely unu
   9848.82 | Supplier#000005190        | IRAN                      |    405189 | Manufacturer#1            | Ho GIXxcwcCBwVqH,U7W                     | 20-266-562-4864 | atelets cajole slyly among the final ideas. carefully thin accounts integrate fu
   9843.65 | Supplier#000036833        | IRAN                      |     11832 | Manufacturer#2            | 9iBC7P5 RK UM,xpv29PC2,HM9K3vs           | 20-946-772-9989 | inal deposits. blithely ironic deposits use carefully according to the fluffily expre
   9841.32 | Supplier#000055756        | SAUDI ARABIA              |    480743 | Manufacturer#3            | gLSzvdSu656ZLiEMC,UZ                     | 30-839-102-5366 | even pinto beans sleep blithely blithely ironi
   9834.31 | Supplier#000084429        | SAUDI ARABIA              |    409416 | Manufacturer#4            | PcdnUMqtbY5Pvqcezzo28OOvZwO              | 30-710-975-5945 | ic instructions about the foxes affix blithely regular instructions. si
   9833.34 | Supplier#000079699        | JORDAN                    |   1954679 | Manufacturer#3            | iS9sAcuhy41 a                            | 23-839-870-5773 | packages. carefully dogged requests wake quickly-- regular, ironic pack
   9829.86 | Supplier#000064643        | IRAN                      |    889618 | Manufacturer#3            |  qKi9qL xo CwWo                          | 20-212-162-2894 |  wake. slyly even theodoli
   9828.12 | Supplier#000065182        | SAUDI ARABIA              |   1890127 | Manufacturer#2            | KGWClIHoFEBK2XUKnwP62,Pw                 | 30-682-297-8022 | t the carefully unusual deposits. blithely pending platelets x-ray.
   9826.93 | Supplier#000070330        | JORDAN                    |    320323 | Manufacturer#5            | Nd21tIYKHVgBNCYAGo                       | 23-486-767-8801 | doubt carefully. carefully final deposits are careful
   9825.53 | Supplier#000082908        | EGYPT                     |    182907 | Manufacturer#1            | VjDChU10bZHoJPVUXi1HL                    | 14-608-965-4744 |  carefully pending accounts nod carefully. fl
   9813.87 | Supplier#000034013        | IRAQ                      |    234012 | Manufacturer#1            | jq1cQ6qu6DDHlrX3QUuKY4p scz              | 21-619-660-7880 | ully according to the pending theodolites: regular accounts print. slyly ironic re
    9810.9 | Supplier#000058773        | IRAQ                      |    833764 | Manufacturer#5            | hCv2S,e0XK9usxRLRHW8Z2q0Rij1T l ItO      | 21-459-348-6279 | d the furiously even pinto beans. express packages x-ray blithely pending packa
   9806.29 | Supplier#000000144        | SAUDI ARABIA              |   1850107 | Manufacturer#1            | f8tddEKps816HHqNwsKdn3                   | 30-726-423-7363 |  carefully even pinto beans n
   9804.28 | Supplier#000019702        | IRAQ                      |    194700 | Manufacturer#5            | 65mDL8bjZNa                              | 21-828-389-2786 | carefully regular requests according to the express, express braids sleep furiously furi
   9799.88 | Supplier#000034768        | JORDAN                    |   1909748 | Manufacturer#2            | WjQHU2u2 HmSr4Hy9yM0IVLZfVs6wGjp         | 23-779-560-2334 | ly. quickly ironic packages cajole slyly. furio
   9796.17 | Supplier#000039856        | EGYPT                     |    464843 | Manufacturer#3            | AZLF6XL,z8yC8Z Zm29UqyraP 1D5vrhMhZD2ky  | 14-586-980-5998 | yly special requests. blithely express instructions wake carefu
   9795.85 | Supplier#000063485        | IRAQ                      |   1738467 | Manufacturer#2            | l K6saYGQJUE8FkQ                         | 21-435-320-2943 | fily ironic accounts. regular accounts unwind. pending dependencie
   9793.28 | Supplier#000004818        | EGYPT                     |   1254793 | Manufacturer#3            |  pq 8W7GgiPQEHo4qMvREULChRuKqxSP9GQm2ox  | 14-584-467-9693 | ieve across the dolphins. asymptotes b
   9788.53 | Supplier#000096072        | EGYPT                     |    796071 | Manufacturer#2            | QVqURluccxjqIv9t0h                       | 14-436-280-4182 | c requests cajole. furiously ironic idea
    9784.7 | Supplier#000013556        | EGYPT                     |    588550 | Manufacturer#1            | gCnMC3E3LlaXec,                          | 14-363-711-4003 | unts cajole blithely against the close, f
   9783.01 | Supplier#000022299        | IRAN                      |   1322298 | Manufacturer#5            | rQV M  wmmwkw3                           | 20-759-818-9488 | e slyly pending patterns. quickly silent accounts sleep boldly final pinto bean
    9782.1 | Supplier#000057589        | SAUDI ARABIA              |   1232576 | Manufacturer#3            | sKiRfi,AOV12b                            | 30-751-149-5539 | larly special asymptotes. special, express deposits about the fluffily final packages 
    9782.1 | Supplier#000057589        | SAUDI ARABIA              |   1732571 | Manufacturer#5            | sKiRfi,AOV12b                            | 30-751-149-5539 | larly special asymptotes. special, express deposits about the fluffily final packages 
   9779.75 | Supplier#000064023        | IRAN                      |    439018 | Manufacturer#1            | I8qmgG,xEHdaluekRD6,n                    | 20-352-204-9670 | lly regular sheaves sleep carefully final requests. final, idle fox
   9774.53 | Supplier#000030002        | EGYPT                     |   1730001 | Manufacturer#5            | 7Zx74rAWEliWsuR8thZRndSprX7kM IA         | 14-535-273-5064 |  blithely final excuses. bold, bold theodolites nag slyly express, ironic reques
    9772.9 | Supplier#000014824        | IRAN                      |    739802 | Manufacturer#5            | eRnK krsvkD45ydRX,xLT                    | 20-463-777-4520 | ar excuses above the ironic, pending pinto beans wake quickly furiously pending
   9766.13 | Supplier#000092474        | IRAQ                      |    692473 | Manufacturer#1            | 6P6tJGKpDtpWN0ttq9ZWqI1qYy1WR            | 21-509-714-3098 |  dependencies-- silent accounts are blithely upon the frays. ca
   9766.13 | Supplier#000092474        | IRAQ                      |   1142451 | Manufacturer#3            | 6P6tJGKpDtpWN0ttq9ZWqI1qYy1WR            | 21-509-714-3098 |  dependencies-- silent accounts are blithely upon the frays. ca
    9762.7 | Supplier#000012638        | EGYPT                     |    637619 | Manufacturer#3            | xigTwhoIYk50Znpwe3rA,ZjHy                | 14-516-700-9353 | nding somas. slyly express theodolites affix furiously accord
   9760.23 | Supplier#000088928        | SAUDI ARABIA              |   1113894 | Manufacturer#5            | h1fbKRPklKJJ0g9J1GK                      | 30-542-257-6983 | ly ironic theodolites according 
   9758.23 | Supplier#000036128        | SAUDI ARABIA              |   1311114 | Manufacturer#2            | DjkylhmH2CS                              | 30-629-932-7957 | ep. express, special pinto beans
   9753.61 | Supplier#000043746        | SAUDI ARABIA              |    693733 | Manufacturer#1            | wogMVNLh5tyfuWknh,2ey8BQNJY9Moz          | 30-866-412-9011 | unusual instructions wake among the ironic, pending escapades-- f
   9753.61 | Supplier#000043746        | SAUDI ARABIA              |   1993707 | Manufacturer#4            | wogMVNLh5tyfuWknh,2ey8BQNJY9Moz          | 30-866-412-9011 | unusual instructions wake among the ironic, pending escapades-- f
    9750.4 | Supplier#000096591        | IRAN                      |   1171579 | Manufacturer#4            | 413QKZs9Gjz,i,CMbGkv                     | 20-120-997-4933 | nstructions. ironic pinto bean
    9750.3 | Supplier#000089997        | JORDAN                    |     64996 | Manufacturer#1            | YRQWLhJMXNBnHARzAAB 8iBohgjwI            | 23-411-811-8667 | y final instructions above the quickly final deposits are furiously r
   9750.22 | Supplier#000053333        | EGYPT                     |   1103310 | Manufacturer#3            | xx9OINW,9jbDDPBL                         | 14-583-201-4546 | ns wake blithely. quietly final platelets haggle blithely final ideas. slyly ironic r
    9745.3 | Supplier#000017175        | JORDAN                    |    942147 | Manufacturer#2            | PGTNSSjU3koRc,aTGp7raL                   | 23-568-217-3636 |  express, daring packages run 
   9741.15 | Supplier#000095473        | SAUDI ARABIA              |    770465 | Manufacturer#2            | 3iW8PwU,7kwDjt0R                         | 30-455-909-1755 |  accounts grow slyly silent notornis. regular foxes k
   9741.15 | Supplier#000095473        | SAUDI ARABIA              |   1545442 | Manufacturer#3            | 3iW8PwU,7kwDjt0R                         | 30-455-909-1755 |  accounts grow slyly silent notornis. regular foxes k
(100 rows)

COMMIT;
COMMIT
